episodenbr,title,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,summary
222,The Invasion: Episode Three,Sat,16 Nov 1968,5:15pm,00:23:44,7.10m,,54.0,66,The Doctor and Jamie are taken prisoner by Tobias Vaughn who denies abducting Zoe and Isobel. The Doctor suspects that there may be an even greater threat behind Vaughn.
223,The Invasion: Episode Four,Sat,23 Nov 1968,5:14pm,00:24:18,6.40m,,51.0,73,"Trapped by Vaughn's men at International Electromatics, the Doctor requests help from the Brigadier and UNIT, the United Nations Intelligence Taskforce.A UFO is delivering cocoons to the electronics firm  but what is inside them?"
224,The Invasion: Episode Five,Sat,30 Nov 1968,5:15pm,00:23:25,6.70m,,52.0,67,The Doctor discovers that the Cybermen are planning to immobilise Earth's population by transmitting a hypnotic signal broadcast through International Electromatics products.
225,The Invasion: Episode Six,Sat,7 Dec 1968,5:15pm,00:23:20,6.50m,,56.0,72,"Zoe, Jamie and Isobel confront the Cybermen advancing on them from all sides in the sewers beneath London.The Doctor hurries to devise a protection from the Cybermen's hypnotic signal, as they set their sights on a paralysed London."
226,The Invasion: Episode Seven,Sat,14 Dec 1968,5:14pm,00:24:46,7.20m,,55.0,51,The Cybermen have immobilised the Earth's population with a hypnotic signal. Their fleet arrives and they invade in force. The Doctor desperately attempts to persuade Vaughn to help him resist the invaders.
227,The Invasion: Episode Eight,Sat,21 Dec 1968,5:15pm,00:25:03,7.00m,,53.0,80,The Cybermen have launched their deadly megatron bomb which will destroy all life on Earth unless the Doctor can deactivate the homing signal.
228,The Krotons: Episode One,Sat,28 Dec 1968,5:15pm,00:23:00,9.00m,,59.0,55,"The TARDIS lands on the planet of the Gonds, a primitive and enslaved people. Every year, two of the finest Gond students are sent to be 'companions' of the mysterious and unseen Krotons. But the Doctor reveals that only death awaits them."
229,The Krotons: Episode Two,Sat,4 Jan 1969,5:15pm,00:23:03,8.40m,,57.0,54,"Zoe and the Doctor submit themselves to the Krotons' IQ tests and are selected to enter the Dynatrope, the Krotons' ship. There they watch as the crystalline Krotons are brought back to life.The episode cliffhanger sees Jamie reeling under the Krotons' mind device."
230,The Krotons: Episode Three,Sat,11 Jan 1969,5:16pm,00:21:41,7.50m,,56.0,61,"The Doctor and Zoe are pursued by a Kroton as they attempt to return to the TARDIS. The Gonds prepare to destroy the Krotons' ship, but Jamie is still held prisoner inside.The cliffhanger sees everyone get buried under rubble underneath the Dynatrope as it shifts position."
231,The Krotons: Episode Four,Sat,18 Jan 1969,5:16pm,00:22:39,7.10m,,55.0,68,"The Krotons are preparing to leave the planet and demand that the Gonds hand over the Doctor and Zoe, so that their mental energy can be drained.The episode ends with the TARDIS dematerialising."
232,The Seeds of Death: Episode One,Sat,25 Jan 1969,5:16pm,00:23:11,6.60m,,57.0,68,"The TARDIS arrives on 21st Century Earth where all long distance journeys are made instantaneously by T-Mat. But aliens have invaded the T-Mat relay station on the Moon, and they're about to cause havoc..."
233,The Seeds of Death: Episode Two,Sat,1 Feb 1969,5:15pm,00:24:26,6.80m,,59.0,72,"With the commerce of the world grinding to a halt, the Doctor, Jamie and Zoe agree to investigate. They set off for the T-Mat Relay Station on the Moon in Professor Eldred's old fashioned rocket."
234,The Seeds of Death: Episode Three,Sat,8 Feb 1969,5:15pm,00:24:10,7.50m,,55.0,65,"On the Moon, the Doctor is captured by the Ice Warriors as he spacewalks to the T-Mat relay station. He learns that they intend to use T-Mat to spread a deadly fungus across the world."
235,The Seeds of Death: Episode Four,Sat,15 Feb 1969,5:15pm,00:24:57,7.10m,,55.0,74,"As the Martian fungus begins to spread, Zoe, Jamie and Gia Kelly attempt to strike back against Slaar and his occupying force of Ice Warriors."
236,The Seeds of Death: Episode Five,Sat,22 Feb 1969,5:14pm,00:24:56,7.60m,,57.0,65,"An Ice Warrior invasion fleet is on its way to the Moon. Meanwhile the Doctor, Zoe & Jamie return to Earth by T-Mat, where the Doctor discovers there is only one way to destroy the fungal pods."
237,The Seeds of Death: Episode Six,Sat,1 Mar 1969,5:14pm,00:44:31,7.70m,,59.0,59,"Returning to the Moonbase, the Doctor confronts Slaar and the remaining Ice Warriors and must find a way of deflecting the invasion fleet that is heading towards them."
238,The Space Pirates: Episode One,Sat,8 Mar 1969,5:15pm,00:24:11,5.80m,,57.0,96,"The TARDIS arrives on a space beacon in the far future. Mistaken for pirates, the travellers are attacked by Space Corps soldiers. Then the real space pirates arrive."
239,The Space Pirates: Episode Two,Sat,15 Mar 1969,5:14pm,00:25:02,6.80m,,52.0,74,"General Hermack suspects Milo Clancey of being in league with the pirates. Trapped inside a segment of the beacon, the air supply is running out for the Doctor, Jamie and Zoe."
240,The Space Pirates: Episode Three,Sat,22 Mar 1969,5:15pm,00:23:50,6.40m,,55.0,75,"The Doctor, Jamie and Zoe join Clancey aboard his ship which is being pursued. Clancey takes them to the planet Ta which they discover is the base of operations for the pirates."
241,The Space Pirates: Episode Four,Sat,29 Mar 1969,5:17pm,00:22:25,5.80m,,53.0,83,"In the tunnels beneath Ta, the Doctor, Jamie and Zoe are rescued from their cell by Milo Clancey. They head to the surface with the pirates in hot pursuit."
242,The Space Pirates: Episode Five,Sat,5 Apr 1969,5:14pm,00:24:44,5.50m,,56.0,70,"The space pirate leader, Caven, has taken the Doctor, Jamie, Zoe and Clancey captive and plans to use them as scapegoats for the Space Corps."
243,The Space Pirates: Episode Six,Sat,12 Apr 1969,5:14pm,00:24:26,5.30m,,52.0,98,"Onboard the rickety LIZ 79, Milo Clancey and Dom Issigri fall unconscious when Caven switches off the oxygen supply. Caven makes his getaway as the Doctor races to defuse a bomb."
244,The War Games: Episode One,Sat,19 Apr 1969,5:14pm,00:25:00,5.50m,,55.0,88,"The TARDIS arrives in no man's land during World War I. Rescued from the Germans, the travellers are put on trial by the British General Smythe who is not all he seems."
245,The War Games: Episode Two,Sat,26 Apr 1969,5:14pm,00:25:00,6.30m,,54.0,68,"Finding evidence of alien technology in Smythe's office, the Doctor, Jamie and Zoe make their escape in Lady Jennifer's ambulance, but Smythe gives orders to have them killed."
246,The War Games: Episode Three,Sat,3 May 1969,5:15pm,00:24:30,5.10m,,53.0,81,The Doctor discovers that they are on an alien planet divided into different time zones where human soldiers fight never ending wars.
247,The War Games: Episode Four,Sat,10 May 1969,5:15pm,00:23:30,5.70m,,50.0,63,The Doctor and Zoe penetrate the Aliens' HQ from where the war games are controlled. Carstairs is reconditioned and exposes the Doctor and Zoe as German spies.
248,The War Games: Episode Five,Sat,17 May 1969,5:14pm,00:24:30,5.10m,,53.0,87,"In the American Civil War zone, Jamie and Lady Jennifer join forces with resistance fighters from various time zones and prepare to launch an attack on Central Control."
249,The War Games: Episode Six,Sat,24 May 1969,5:15pm,00:22:53,4.20m,,53.0,91,"The Doctor sends Zoe to the war zones to assemble a resistance force. The Doctor remains in Central Control to steal the processing machine, but the War Chief is one step ahead."
250,The War Games: Episode Seven,Sat,31 May 1969,5:16pm,00:22:28,4.90m,,53.0,83,"The Doctor, Jamie and Carstairs have escaped back to the 1917 war zone, but General Smythe is waiting for them and opens fire on them with a machine gun."
251,The War Games: Episode Eight,Sat,7 Jun 1969,5:14pm,00:24:37,3.50m,,53.0,96,"The Doctor is captured by the War Chief, who belongs to the same race of people as the Doctor, and offers an alliance. In the 1917 zone, fighters prepare to attack Central Control."
252,The War Games: Episode Nine,Sat,14 Jun 1969,5:14pm,00:24:34,4.10m,,57.0,91,"The rebels seize control of the aliens' HQ but the Doctor is forced to send a call for help to his own people, the Time Lords."
253,The War Games: Episode Ten,Sat,21 Jun 1969,5:14pm,00:24:23,5.00m,,58.0,66,"The war games are over and after a sad farewell to Jamie and Zoe, the Doctor is put on trial by the Time Lords for breaking their ancient laws."
254,Spearhead From Space: Episode 1,Sat,3 Jan 1970,5:15pm,00:23:38,8.40m,,54.0,54,The TARDIS takes the newly regenerated Doctor to Earth to begin his exile. Brigadier Lethbridge-Stewart leads a UNIT investigation into a mysterious meteorite shower.
255,Spearhead From Space: Episode 2,Sat,10 Jan 1970,5:15pm,00:24:21,8.10m,,,57,"A recovered Doctor escapes the hospital and joins UNIT in their investigation. Meanwhile, Channing directs one of his Auton servants to recover a meteorite."
256,Spearhead From Space: Episode 3,Sat,17 Jan 1970,5:15pm,00:24:16,8.30m,,,49,"Sam Seeley has found one of the meteorites but the Autons want it back and are closing in. General Scobie visits Auto Plastics, playing into the hands of Channing."
257,Spearhead From Space: Episode 4,Sat,24 Jan 1970,5:14pm,00:24:47,8.10m,,57.0,51,The invasion begins as Auton shop dummies come to life and attack the public. The Doctor and UNIT infiltrate Auto Plastics where the Doctor faces the Nestene consciousness.
258,Doctor Who And The Silurians: Episode 1,Sat,31 Jan 1970,5:15pm,00:24:15,8.80m,,58.0,41,"UNIT are summoned to Wenley Moor research station which is experiencing mysterious power losses. In the nearby caves, one of the staff has been killed and another sent insane."
259,Doctor Who And The Silurians: Episode 2,Sat,7 Feb 1970,5:16pm,00:23:08,7.30m,,58.0,68,"Investigating the caves, the Doctor is attacked by a dinosaur-like creature. Dr Quinn is hiding a secret that could endanger the lives of everyone."
260,Doctor Who And The Silurians: Episode 3,Sat,14 Feb 1970,5:15pm,00:23:16,7.50m,,57.0,59,"The creature from the caves, wounded and dangerous, is on the loose on Wenley Moor. Dr Quinn attempts to recover it and is unwilling to listen to the Doctor's warnings."
261,Doctor Who And The Silurians: Episode 4,Sat,21 Feb 1970,5:15pm,00:25:00,8.20m,,60.0,46,"Fearful of a war breaking out between the Silurians and mankind, the Doctor attempts to make peace between the races. But there are those on both sides unwilling to listen."
262,Doctor Who And The Silurians: Episode 5,Sat,28 Feb 1970,5:16pm,00:23:58,7.50m,,58.0,52,"When the Silurian leader is killed, all hopes of peace are lost. The Silurians infect Major Baker with a virus deadly to humans and release him to spread the infection."
263,Doctor Who And The Silurians: Episode 6,Sat,7 Mar 1970,5:15pm,00:24:15,7.20m,,57.0,63,"As the Silurian plague quickly spreads, the Doctor desperately searches for a cure. But the Silurians are aware of the Doctor's efforts and intend to stop him."
264,Doctor Who And The Silurians: Episode 7,Sat,14 Mar 1970,5:15pm,00:22:55,7.50m,,58.0,54,"As the Silurian plague quickly spreads, the Doctor desperately searches for a cure. But the Silurians are aware of the Doctor's efforts and intend to stop him."
265,The Ambassadors of Death: Episode 1,Sat,21 Mar 1970,5:16pm,00:24:33,7.10m,,60.0,60,"Contact has been lost with Mars Probe 7. When contact is also lost with the recovery ship, UNIT is called in and the Doctor learns that someone is sending messages to the vessel."
266,The Ambassadors of Death: Episode 2,Sat,28 Mar 1970,5:14pm,00:24:39,7.60m,,61.0,59,"Recovery 7 has returned to Earth but the UNIT convoy transporting the capsule is ambushed. The Doctor is able to relocate the capsule, but is he too late?"
267,The Ambassadors of Death: Episode 3,Sat,4 Apr 1970,5:21pm,00:24:38,8.00m,,59.0,60,The recovery capsule is empty with the astronauts seemingly kidnapped. But Liz notices that the radiation count is high and the Doctor deduces that the occupants were not human.
268,The Ambassadors of Death: Episode 4,Sat,11 Apr 1970,5:44pm,00:24:37,9.30m,,58.0,46,"Liz has been captured by Reegan who is holding the three aliens captive. The Doctor suspects Quinlan's part in the conspiracy, but Quinlan is killed before he can reveal the truth."
269,The Ambassadors of Death: Episode 5,Sat,18 Apr 1970,5:14pm,00:24:17,7.10m,,,57,"The Doctor prepares to pilot the Recovery 7 ship into space, but Reegan sabotages the fuel supply which will send the Doctor into the sun."
270,The Ambassadors of Death: Episode 6,Sat,25 Apr 1970,5:16pm,00:24:31,6.90m,,61.0,70,"On board a vast spacecraft, the Doctor meets the alien captain who demands the return of the three ambassadors sent to Earth or he will destroy the world."
271,The Ambassadors of Death: Episode 7,Sat,2 May 1970,5:15pm,00:24:32,6.40m,,62.0,80,General Carrington is behind the kidnapping of the ambassadors and intends to turn the world against the aliens by revealing their true identity to the world in a TV broadcast.
272,Inferno: Episode 1,Sat,9 May 1970,5:15pm,00:23:21,5.70m,,61.0,72,UNIT are at a project run by Professor Stahlman who plans to penetrate Earth's crust. But the drilling has already released something deadly from beneath the planet's surface.
273,Inferno: Episode 2,Sat,16 May 1970,5:16pm,00:22:04,5.90m,,61.0,66,The green slime oozing from the drill head is transforming men into monsters. Stahlman refuses to listen to the warnings and resorts to sabotage so that his project may continue.
274,Inferno: Episode 3,Sat,23 May 1970,5:15pm,00:24:34,4.80m,,60.0,85,"Transported to a parallel world, the Doctor discovers that England is under military rule and the drilling project is at a more advanced stage."
275,Inferno: Episode 4,Sat,30 May 1970,5:15pm,00:24:57,6.00m,,60.0,54,"In the parallel world, the drilling project is about to penetrate Earth's crust. The Doctor, arrested as a spy, is unable to convince his captors of the danger that faces them."
276,Inferno: Episode 5,Sat,6 Jun 1970,5:15pm,00:23:42,5.40m,,,54,"In the parallel world, Earth's crust has been penetrated, releasing terrible forces from within the Earth. The Doctor must escape back to his world to prevent the same catastrophe."
277,Inferno: Episode 6,Sat,13 Jun 1970,5:26pm,00:23:32,6.70m,,58.0,73,"As Earth in the parallel world faces destruction, the Doctor is desperate to return to his world to warn it of the danger. But time is running out."
278,Inferno: Episode 7,Sat,20 Jun 1970,5:15pm,00:24:33,5.50m,,60.0,79,"The Doctor has escaped the doomed, parallel Earth and has returned to his own world where he attempts to put a halt to the drilling project."
279,Terror of the Autons: Episode One,Sat,2 Jan 1971,5:15pm,00:24:36,7.30m,,,78,"The Master, a renegade Time Lord and a rival of the Doctor's, arrives on Earth and paves the way for an invasion by the insidious Nestene Consciousness."
280,Terror of the Autons: Episode Two,Sat,9 Jan 1971,5:14pm,00:24:48,8.00m,,,71,"The Doctor follows the Master's trail to the circus. Meanwhile, the Master has used his hypnotic powers to take control of a plastics factory where he creates the deadly Autons."
281,Terror of the Autons: Episode Three,Sat,16 Jan 1971,5:15pm,00:23:28,8.10m,,,58,The Doctor and the Brigadier trace the Master to the plastics factory but they are too late. The only clue to the Master's plans is a single plastic daffodil
