episodenbr,role,name
620,Soldier,Bob Tarff (uncredited)
620,Soldier,Steve Wickham (uncredited)
621,The Doctor,Peter Davison
621,Peri,Nicola Bryant
621,Sharaz Jek,Christopher Gable
621,Morgus,John Normington
621,Salateen,Robert Glenister
621,Stotz,Maurice Roëves
621,General Chellak,Martin Cochrane
621,Krelper,Roy Holder
621,Timmin,Barbara Kinghorn
621,President,David Neal
621,Gun-Runner,Gerry O'Brien (uncredited)
621,Gun-Runner,Les Conrad (uncredited)
621,Gun-Runner,Robert Smythe (uncredited)
621,Magma Creature,Colin Taylor (uncredited)
622,The Doctor,Colin Baker
622,The Doctor,Peter Davison
622,Peri,Nicola Bryant
622,Sharaz Jek,Christopher Gable
622,Morgus,John Normington
622,Salateen,Robert Glenister
622,Stotz,Maurice Roëves
622,Krelper,Roy Holder
622,General Chellak,Martin Cochrane
622,Timmin,Barbara Kinghorn
622,Soldier,Ian Staples
622,The Master,Anthony Ainley
622,Adric,Matthew Waterhouse
622,Nyssa,Sarah Sutton
622,Tegan,Janet Fielding
622,Turlough,Mark Strickson
622,Voice of Kamelion,Gerald Flood
622,Android,Keith Harvey (uncredited)
622,The Doctor,Gareth Milne (uncredited)
622,Android,Andrew Smith (uncredited)
622,Android,Stephen Smith (uncredited)
623,The Doctor,Colin Baker
623,Peri,Nicola Bryant
623,Edgeworth,Maurice Denham OBE
623,Hugo Lang,Kevin McNally
623,Mestor,Edwin Richfield
623,Sylvest,Dennis Chinnery
623,Noma,Barry Stanton
623,Drak,Oliver Smith
623,Fabian,Helen Blatch
623,Elena,Dione Inman
623,Romulus,Gavin Conrad
623,Remus,Andrew Conrad
623,Technician in Ops Room,Darah Best (uncredited)
623,Technician in Ops Room,John Clamp (uncredited)
623,Technician in Ops Room,Keith Norrish (uncredited)
624,The Doctor,Colin Baker
624,Peri,Nicola Bryant
624,Edgeworth,Maurice Denham OBE
624,Hugo Lang,Kevin McNally
624,Mestor,Edwin Richfield
624,Noma,Barry Stanton
624,Drak,Oliver Smith
624,Romulus,Gavin Conrad
624,Remus,Andrew Conrad
625,The Doctor,Colin Baker
625,Peri,Nicola Bryant
625,Edgeworth,Maurice Denham OBE
625,Hugo Lang,Kevin McNally
625,Mestor,Edwin Richfield
625,Noma,Barry Stanton
625,Drak,Oliver Smith
625,Romulus,Gavin Conrad
625,Remus,Andrew Conrad
625,Chamberlain,Seymour Green
625,Prisoner,Roger Nott
625,Jocondan Guard,John Wilson
625,Gastropod,Steve Wickham (uncredited)
625,Gastropod,Ridgewell Hawkes (uncredited)
625,Jocondan Guard,Les Conrad (uncredited)
625,Jocondan Guard,Robert Smythe (uncredited)
625,Jocondan Guard,Mike Mungarvan (uncredited)
625,Jocondan Guard,Graham Cole (uncredited)
625,Jocondan Guard,Mark Bassenger (uncredited)
625,Jocondan Guard,David Ransley (uncredited)
625,Peasant,Robert Sands (uncredited)
625,Peasant,Chris Wortman (uncredited)
625,Peasant,Jackie Elsdon (uncredited)
626,The Doctor,Colin Baker
626,Peri,Nicola Bryant
626,Edgeworth,Maurice Denham OBE
626,Hugo Lang,Kevin McNally
626,Mestor,Edwin Richfield
626,Noma,Barry Stanton
626,Drak,Oliver Smith
626,Chamberlain,Seymour Green
626,Romulus,Gavin Conrad
626,Remus,Andrew Conrad
626,Jocondan Guard,Les Conrad (uncredited)
626,Jocondan Guard,Robert Smythe (uncredited)
626,Jocondan Guard,Mike Mungarvan (uncredited)
626,Jocondan Guard,Graham Cole (uncredited)
626,Jocondan Guard,Mark Bassenger (uncredited)
626,Jocondan Guard,David Ransley (uncredited)
627,The Doctor,Colin Baker
627,Peri,Nicola Bryant
627,Lytton,Maurice Colbourne
627,Griffiths,Brian Glover
627,Russell,Terry Molloy
627,Payne,James Beckett
627,Cyber Leader,David Banks
627,Cyber Controller,Michael Kilgarriff
627,Bates,Michael Attwell
627,Stratton,Jonathon David
627,Cyber Lieutenant,Brian Orrell
627,Cyberman,John Ainley
627,Bill,Stephen Churchett
627,David,Stephen Wale
627,Stunt Man,Ken Barker (uncredited)
627,Cyberman,Ian Marshall-Fisher (uncredited)
627,Cyberman,Roger Pope (uncredited)
627,Cyberman,Thomas Lucy (uncredited)
627,Work Party - Telos,Pat Gorman (uncredited)
627,Work Party - Telos,Stephen Hull (uncredited)
627,Work Party - Telos,Chris Connolly (uncredited)
627,Work Party - Telos,Tim Milsom (uncredited)
627,Policeman,Michael Braben (uncredited)
627,Policeman,Michael Jeffries (uncredited)
628,The Doctor,Colin Baker
628,Peri,Nicola Bryant
628,Lytton,Maurice Colbourne
628,Griffiths,Brian Glover
628,Rost,Sarah Berger
628,Threst,Esther Freud
628,Flast,Faith Brown
628,Varne,Sarah Greene
628,Cyber Leader,David Banks
628,Cyber Controller,Michael Kilgarriff
628,Bates,Michael Attwell
628,Stratton,Jonathon David
628,Cyber Lieutenant,Brian Orrell
628,Cyberman,John Ainley
628,Russell,Terry Molloy (uncredited)
628,Stunt Man,Ken Barker (uncredited)
628,Cryon,Irela Williams (uncredited)
628,Cryon,Maggie Lynton (uncredited)
628,Cryon,Trisha Clark (uncredited)
628,Cyberman,Ian Marshall-Fisher (uncredited)
628,Cyberman,Pat Gorman (uncredited)
628,Cyberman,Roger Pope (uncredited)
628,Cyberman,Thomas Lucy (uncredited)
629,The Doctor,Colin Baker
629,Peri,Nicola Bryant
629,Governor,Martin Jarvis
629,Sil,Nabil Shaban
629,Quillam,Nicolas Chagrin
629,Jondar,Jason Connery
629,Chief Officer,Forbes Collins
629,Arak,Stephen Yardley
629,Etta,Sheila Reid
629,Areta,Geraldine Alexander
629,Bax,Graham Cull
629,Maldak,Owen Teale
629,Rondel,Keith Skinner
629,Attendent,Anthony Wellington (uncredited)
629,Attendent,Kwabena Monso (uncredited)
629,Attendent,Ronnie Cush (uncredited)
629,Guard (Varos),Bob Tarff (uncredited)
629,Guard (Varos),Les Conrad (uncredited)
629,Guard (Varos),Peter Garvie-Adams (uncredited)
629,Guard (Varos),Ray Knight (uncredited)
629,Guard (Varos),Robert Smythe (uncredited)
629,Guard (Varos),Wayne Thistleton (uncredited)
629,Technician,Peter Dukes (uncredited)
629,Technician,Trevor Wedlock (uncredited)
630,The Doctor,Colin Baker
630,Peri,Nicola Bryant
630,Governor,Martin Jarvis
630,Sil,Nabil Shaban
630,Jondar,Jason Connery
630,Chief Officer,Forbes Collins
630,Arak,Stephen Yardley
630,Etta,Sheila Reid
630,Areta,Geraldine Alexander
630,Maldak,Owen Teale
630,Bax,Graham Cull
630,Quillam,Nicolas Chagrin
630,Priest,Hugh Martin
630,Attendent,Anthony Wellington (uncredited)
630,Attendent,Kwabena Monso (uncredited)
630,Attendent,Ronnie Cush (uncredited)
630,Body,David Wilde (uncredited)
630,Executioner,Bob Tarff (uncredited)
630,Guard (Varos),Les Conrad (uncredited)
630,Guard (Varos),Peter Garvie-Adams (uncredited)
630,Guard (Varos),Ray Knight (uncredited)
630,Guard (Varos),Robert Smythe (uncredited)
630,Guard (Varos),Wayne Thistleton (uncredited)
630,Madman,Alan Troy (uncredited)
630,Madman,Jack McGuire (uncredited)
630,Monk,Charles Rayford (uncredited)
630,Monk,Sam Scott (uncredited)
630,Mortuary Attendent,Gareth Milne (uncredited)
630,Mortuary Attendent,Roy Alon (uncredited)
630,Technician,Peter Dukes (uncredited)
630,Technician,Trevor Wedlock (uncredited)
631,The Doctor,Colin Baker
631,Peri,Nicola Bryant
631,The Master,Anthony Ainley
631,The Rani,Kate O'Mara
631,Lord Ravensworth,Terence Alexander
631,Jack Ward,Peter Childs
631,Luke Ward,Gary Cady
631,Guard,Richard Steele
631,Tim Bass,William Ilkley
631,Edwin Green,Hus Levent
631,Sam Rudge,Kevin White
631,Drayman,Martyn Whitby
631,Young Woman,Sarah James
631,Older Woman,Cordelia Ditton
631,(extra),Alan Talbot (uncredited)
631,(extra),Nigel Johnson (uncredited)
631,(extra),Leon Lawrence (uncredited)
631,(extra),Nick Joseph (uncredited)
631,(extra),Zophaine Vasquez Howard (uncredited)
631,(extra),John Poyner (uncredited)
631,(extra),Neville Clark (uncredited)
631,(extra),Ian McFarlane (uncredited)
631,(extra),Terry Pearson (uncredited)
631,(extra),Barry Jones (uncredited)
631,(extra),Dave Lee-Jay (uncredited)
631,(extra),Dave Mitty (uncredited)
631,(extra),Tony Dell (uncredited)
631,(extra),Terence Coton (uncredited)
631,(extra),Gordon Young (uncredited)
631,(extra),Gordon Coulson (uncredited)
632,The Doctor,Colin Baker
632,Peri,Nicola Bryant
632,The Master,Anthony Ainley
632,The Rani,Kate O'Mara
632,Lord Ravensworth,Terence Alexander
632,George Stephenson,Gawn Grainger
632,Jack Ward,Peter Childs
632,Luke Ward,Gary Cady
632,Guard,Richard Steele
632,Tim Bass,William Ilkley
632,(extra),Barry Jones (uncredited)
632,(extra),Clive Cartwright (uncredited)
632,(extra),Dave Lee-Jay (uncredited)
632,(extra),Gordon Coulson (uncredited)
632,(extra),Ian McFarlane (uncredited)
632,(extra),John Poyner (uncredited)
632,(extra),Neville Clark (uncredited)
632,(extra),Nick Joseph (uncredited)
632,(extra),Terence Coton (uncredited)
632,(extra),Terry Pearson (uncredited)
633,The Doctor,Colin Baker
633,The Doctor,Patrick Troughton
633,Peri,Nicola Bryant
633,Jamie,Frazer Hines
633,Shockeye,John Stratton
633,Chessene,Jacqueline Pearce
633,Dastari,Laurence Payne
633,Doña Arana,Aimée Delamain
633,Oscar,James Saxon
633,Anita,Carmen Gomez
633,Varl,Tim Raynham
633,Technician,Nicholas Fawcett
633,(extra),Fernand Monsat (uncredited)
634,The Doctor,Colin Baker
634,The Doctor,Patrick Troughton
634,Peri,Nicola Bryant
634,Jamie,Frazer Hines
634,Shockeye,John Stratton
634,Chessene,Jacqueline Pearce
634,Dastari,Laurence Payne
634,Oscar,James Saxon
634,Anita,Carmen Gomez
634,Stike,Clinton Greyn
634,Varl,Tim Raynham
635,The Doctor,Colin Baker
635,The Doctor,Patrick Troughton
635,Peri,Nicola Bryant
635,Jamie,Frazer Hines
635,Shockeye,John Stratton
635,Chessene,Jacqueline Pearce
635,Dastari,Laurence Payne
635,Oscar,James Saxon
635,Anita,Carmen Gomez
635,Stike,Clinton Greyn
635,Varl,Tim Raynham
635,(extra),Nedjet Salth (uncredited)
635,(extra),Michael Eriera (uncredited)
635,(extra),Iris Everson (uncredited)
635,(extra),Maria Eldridge (uncredited)
635,(extra),Patrick Edwards (uncredited)
635,(extra),John Holland (uncredited)
635,(extra),Tim Milsom (uncredited)
635,(extra),Glynis Simmons (uncredited)
635,(extra),June Easther (uncredited)
636,The Doctor,Colin Baker
636,Peri,Nicola Bryant
636,Tekker,Paul Darrow
636,Mykros,Eric Deacon
636,Vena,Jeananne Crowley
636,Maylin Renis,Neil Hallett
636,Borad,Robert Ashby
636,Kendron,David Ashton
636,Herbert,David Chandler
636,Brunner,Peter Robert Scott
636,Sezon,Dickon Ashworth
636,Katz,Tracy Louise Ward
636,Tyheer,Martin Gower
636,Aram,Christine Kavanagh
636,Gazak,Steven Mackintosh
636,Old Man,Denis Carey
636,Android,Dean Hollingsworth
636,Guardolier,James Richardson
636,Young Karfelon,Chris Bradshaw (uncredited)
636,Guardolier,Richard Bonehill (uncredited)
636,Guardolier,Peter Gates Fleming (uncredited)
636,Rebel,Mike Nagel (uncredited)
636,Guardolier,Kevin O'Brien (uncredited)
637,The Doctor,Colin Baker
637,Peri,Nicola Bryant
637,Vena,Jeananne Crowley
637,Mykros,Eric Deacon
637,Tekker,Paul Darrow
637,Herbert,David Chandler
637,Borad,Robert Ashby
637,Old Man,Denis Carey
637,Kendron,David Ashton
637,Brunner,Peter Robert Scott
637,Sezon,Dickon Ashworth
637,Katz,Tracy Louise Ward
637,Android,Dean Hollingsworth
637,Guardolier,James Richardson
637,Bandril Ambassador,Martin Gower
637,Guardolier,Richard Bonehill (uncredited)
637,Guardolier,Peter Gates Fleming (uncredited)
637,Rebel,Brian Mellony (uncredited)
637,Rebel,Mike Nagel (uncredited)
637,Guardolier,Kevin O'Brien (uncredited)
638,The Doctor,Colin Baker
638,Peri,Nicola Bryant
638,Kara,Eleanor Bron
638,Jobel,Clive Swift
638,D. J.,Alexei Sayle
638,Davros,Terry Molloy
638,Tasambeker,Jenny Tomasin
638,Orcini,William Gaunt
638,Bostock,John Ogwen
638,Grigory,Stephen Flynn
638,Natasha,Bridget Lynch-Blosse
638,Takis,Trevor Cooper
638,Lilt,Colin Spaull
638,Vogel,Hugh Walters
638,Head of Stengos,Alec Linstead
638,Mutant,Ken Barker
638,Dalek Voice,Royce Mills
638,Dalek Voice,Roy Skelton
638,Dalek Operator,John Scott Martin
638,Dalek Operator,Cy Town
638,Dalek Operator,Tony Starr
638,Dalek Operator,Toby Byrne
638,Stunt Man,Steve Emerson (uncredited)
638,(extra),Tom Lawrence (uncredited)
638,(extra),Don Parry (uncredited)
638,(extra),Judy Cowne (uncredited)
638,(extra),Russell Brook (uncredited)
638,(extra),Eric Lindsay (uncredited)
638,(extra),Linda Kent (uncredited)
638,(extra),Trisha Clarke (uncredited)
639,The Doctor,Colin Baker
639,Peri,Nicola Bryant
639,Kara,Eleanor Bron
639,Jobel,Clive Swift
639,Orcini,William Gaunt
639,Bostock,John Ogwen
639,D. J.,Alexei Sayle
639,Davros,Terry Molloy
639,Tasambeker,Jenny Tomasin
639,Grigory,Stephen Flynn
639,Natasha,Bridget Lynch-Blosse
639,Vogel,Hugh Walters
639,Takis,Trevor Cooper
639,Lilt,Colin Spaull
639,Computer Voice,Penelope Lee
639,Dalek Voice,Royce Mills
639,Dalek Voice,Roy Skelton
639,Dalek Operator,John Scott Martin
639,Dalek Operator,Cy Town
639,Dalek Operator,Tony Starr
639,Dalek Operator,Toby Byrne
639,Stunt Man,Steve Emerson (uncredited)
639,(extra),David Brache (uncredited)
639,(extra),Jason Wolfe (uncredited)
639,(extra),Kenneth Lawrie (uncredited)
639,(extra),Michael Fearnley (uncredited)
639,(extra),Michael Jefferies (uncredited)
640,The Doctor,Colin Baker
640,Peri,Nicola Bryant
640,The Valeyard,Michael Jayston
640,The Inquisitor,Lynda Bellingham
640,Katryca,Joan Sims
640,Glitz,Tony Selby
640,Dibber,Glen Murphy
640,Merdeen,Tom Chadbon
640,Drathro,Roger Brierley
640,Broken Tooth,David Rodigan
640,Balazar,Adam Blackwood
640,Grell,Timothy Walker
640,Tribe of the Free,Kathleen Bidmead (uncredited)
640,Time Lord,Guy Matthews (uncredited)
640,Alphan Servant,David Rogue (uncredited)
640,L1 Robot (operator),Mike Ellis (uncredited)
641,The Doctor,Colin Baker
641,Peri,Nicola Bryant
641,The Valeyard,Michael Jayston
641,The Inquisitor,Lynda Bellingham
641,Katryca,Joan Sims
641,Glitz,Tony Selby
641,Drathro,Roger Brierley
641,Merdeen,Tom Chadbon
641,Broken Tooth,David Rodigan
641,Dibber,Glen Murphy
641,Balazar,Adam Blackwood
641,Humker,Billy McColl
641,Tandrell,Siôn Tudor Owen
641,Grell,Timothy Walker
641,Crewman,Robert Goodman (uncredited)
641,L1 Robot (operator),Mike Ellis (uncredited)
642,The Doctor,Colin Baker
642,Peri,Nicola Bryant
642,The Valeyard,Michael Jayston
642,The Inquisitor,Lynda Bellingham
642,Katryca,Joan Sims
642,Glitz,Tony Selby
642,Drathro,Roger Brierley
642,Merdeen,Tom Chadbon
642,Broken Tooth,David Rodigan
642,Dibber,Glen Murphy
642,Balazar,Adam Blackwood
642,Humker,Billy McColl
642,Tandrell,Siôn Tudor Owen
642,Grell,Timothy Walker
642,Tribe of the Free,Lucy Dyer (uncredited)
642,Tribe of the Free,Alys Dyer (uncredited)
642,L1 Robot (operator),Mike Ellis (uncredited)
642,Crewman,Robert Goodman (uncredited)
642,Drathro,Paul McGuiness (uncredited)
643,The Doctor,Colin Baker
643,Peri,Nicola Bryant
643,The Valeyard,Michael Jayston
643,The Inquisitor,Lynda Bellingham
643,Katryca,Joan Sims
643,Glitz,Tony Selby
643,Drathro,Roger Brierley
643,Merdeen,Tom Chadbon
643,Broken Tooth,David Rodigan
643,Dibber,Glen Murphy
643,Balazar,Adam Blackwood
643,Humker,Billy McColl
643,Tandrell,Siôn Tudor Owen
643,Grell,Timothy Walker
643,Crewman,Robert Goodman (uncredited)
643,Drathro,Paul McGuiness (uncredited)
644,The Doctor,Colin Baker
644,Peri,Nicola Bryant
644,The Valeyard,Michael Jayston
644,The Inquisitor,Lynda Bellingham
644,King Yrcanos,Brian Blessed
644,Sil,Nabil Shaban
644,Kiv,Christopher Ryan
644,Crozier,Patrick Ryecart
644,Matrona Kani,Alibe Parsons
644,Frax,Trevor Laird
644,The Lukoser,Thomas Branch
644,Aged Rebel,Ernest C Jennings (uncredited)
644,(tbc),Richard Henry (uncredited)
644,(extra),Mike Mungarvan (uncredited)
644,Alphan,Dadina Sagger (uncredited)
645,The Doctor,Colin Baker
645,Peri,Nicola Bryant
645,The Valeyard,Michael Jayston
645,The Inquisitor,Lynda Bellingham
645,King Yrcanos,Brian Blessed
645,Crozier,Patrick Ryecart
645,Sil,Nabil Shaban
645,Kiv,Christopher Ryan
645,The Lukoser,Thomas Branch
645,Frax,Trevor Laird
645,Matrona Kani,Alibe Parsons
646,The Doctor,Colin Baker
646,Peri,Nicola Bryant
646,The Valeyard,Michael Jayston
646,The Inquisitor,Lynda Bellingham
646,King Yrcanos,Brian Blessed
646,Crozier,Patrick Ryecart
646,Sil,Nabil Shaban
646,Kiv,Christopher Ryan
646,Matrona Kani,Alibe Parsons
646,Frax,Trevor Laird
646,Tuza,Gordon Warnecke
646,The Lukoser,Thomas Branch
646,Fern,Ernest Jennings (uncredited)
646,Possican Delegate,Deep Roy (uncredited)
647,The Doctor,Colin Baker
647,Peri,Nicola Bryant
647,The Valeyard,Michael Jayston
647,The Inquisitor,Lynda Bellingham
647,King Yrcanos,Brian Blessed
647,Crozier,Patrick Ryecart
647,Sil,Nabil Shaban
647,Kiv,Christopher Ryan
647,Matrona Kani,Alibe Parsons
647,Frax,Trevor Laird
647,Tuza,Gordon Warnecke
647,The Lukoser,Thomas Branch
647,Mentor,Richard Henry
648,The Doctor,Colin Baker
648,Melanie,Bonnie Langford
648,The Valeyard,Michael Jayston
648,The Inquisitor,Lynda Bellingham
648,Professor Lasky,Honor Blackman
648,Commodore,Michael Craig
648,Rudge,Denys Hawthorne
648,Janet,Yolande Palfrey
648,Doland,Malcolm Tierney
648,Bruchner,David Allister
648,Grenville/Enzu,Tony Scoggo
648,Kimber,Arthur Hewlett
648,Edwardes,Simon Slater
648,Atza,Sam Howard
648,Ortezo,Leon Davis
648,Guard/First Guard,Hugh Beverton
648,Time Lord,David Fieldsend (uncredited)
648,Hyperion III Officer,Richard Bonehill (uncredited)
648,Hyperion III Officer,Robert Goodman (uncredited)
649,The Doctor,Colin Baker
649,Melanie,Bonnie Langford
649,The Valeyard,Michael Jayston
649,The Inquisitor,Lynda Bellingham
649,Professor Lasky,Honor Blackman
649,Commodore,Michael Craig
649,Rudge,Denys Hawthorne
649,Doland,Malcolm Tierney
649,Bruchner,David Allister
649,Janet,Yolande Palfrey
649,Grenville/Enzu,Tony Scoggo
649,Kimber,Arthur Hewlett
649,Atza,Sam Howard
649,Ortezo,Leon Davis
649,Duty Officer,Mike Mungarvan
649,Guard/First Guard,Hugh Beverton
649,Second Guard,Martin Weedon
649,Mutant/Ruth Baxter,Barbara Ward
649,Hyperion III Officer,Robert Goodman (uncredited)
649,Hyperrion III Guard,Richard Bonehill (uncredited)
649,Edwardes,Simon Slater (uncredited)
650,The Doctor,Colin Baker
650,Melanie,Bonnie Langford
650,The Valeyard,Michael Jayston
650,The Inquisitor,Lynda Bellingham
650,Professor Lasky,Honor Blackman
650,Commodore,Michael Craig
650,Rudge,Denys Hawthorne
650,Janet,Yolande Palfrey
650,Doland,Malcolm Tierney
650,Bruchner,David Allister
650,Atza,Sam Howard
650,Ortezo,Leon Davis
650,Guard/First Guard,Hugh Beverton
650,First Vervoid,Peppi Borza
650,Second Vervoid,Bob Appleby
650,Mutant/Ruth Baxter,Barbara Ward
650,Hyperrion III Guard,Richard Bonehill (uncredited)
650,Hyperion III Officer,Robert Goodman (uncredited)
650,Kimber,Arthur Hewlett (uncredited)
650,Edwardes,Simon Slater (uncredited)
650,Guard,Martin Weedon (uncredited)
651,The Doctor,Colin Baker
651,Melanie,Bonnie Langford
651,The Valeyard,Michael Jayston
651,The Inquisitor,Lynda Bellingham
651,Professor Lasky,Honor Blackman
651,Commodore,Michael Craig
651,Rudge,Denys Hawthorne
651,Janet,Yolande Palfrey
651,Doland,Malcolm Tierney
651,Bruchner,David Allister
651,Atza,Sam Howard
651,Ortezo,Leon Davis
651,First Vervoid,Peppi Borza
651,Second Vervoid,Bob Appleby
651,Mutant/Ruth Baxter,Barbara Ward
651,Guard,Hugh Beverton (uncredited)
651,Hyperion III Officer,Robert Goodman (uncredited)
651,Guard,Martin Weedon (uncredited)
652,The Doctor,Colin Baker
652,Melanie,Bonnie Langford
652,The Valeyard,Michael Jayston
652,The Inquisitor,Lynda Bellingham
652,The Master,Anthony Ainley
652,Glitz,Tony Selby
652,Popplewick,Geoffrey Hughes
652,Keeper of the Matrix,James Bree
652,Time Lord,David Fieldsend (uncredited)
653,The Doctor,Colin Baker
653,Melanie,Bonnie Langford
653,The Valeyard,Michael Jayston
653,The Inquisitor,Lynda Bellingham
653,The Master,Anthony Ainley
653,Glitz,Tony Selby
653,Popplewick,Geoffrey Hughes
653,Keeper of the Matrix,James Bree
653,First Vervoid,Peppi Borza (uncredited)
653,Second Vervoid,Bob Appleby (uncredited)
653,King Yrcanos,Brian Blessed (uncredited)
653,Peri,Nicola Bryant (uncredited)
654,The Doctor,Sylvester McCoy
654,Melanie,Bonnie Langford
654,The Rani,Kate O'Mara
654,Ikona,Mark Greenstreet
654,Beyus,Donald Pickering
